route,stop,lat,lon,distance_to_next_stop(km),duration(min)
ROTA0012,CLIENTE0204,-23.454950264,-46.464782168,0.327,2.35
ROTA0012,CLIENTE0207,-23.45556876066667,-46.465342552,0.129,1.3666666666666667
ROTA0012,CLIENTE0200,-23.45565188631579,-46.46614063157895,0.371,2.5
ROTA0012,CLIENTE0201,-23.45675238285714,-46.46607178285715,0.176,0.65
ROTA0012,CLIENTE0202,-23.456689867777776,-46.46609386555556,0.008,0.03333333333333333
ROTA0012,CLIENTE0206,-23.45667369354839,-46.46600275806451,0.001,0.0
ROTA0012,CLIENTE0203,-23.45420395833333,-46.46493521041666,0.417,2.216666666666667
ROTA0017,CLIENTE0379,-23.460021489512197,-46.3104096597561,3.592,6.65
ROTA0017,CLIENTE0370,-23.46200288555556,-46.32019033444445,1.403,3.4166666666666665
ROTA0017,CLIENTE0368,-23.470388793793106,-46.33068353517242,1.943,5.9
ROTA0017,CLIENTE0382,-23.4686699175,-46.32913156,0.356,1.45
ROTA0017,CLIENTE0372,-23.469132704,-46.33131832,0.493,2.2666666666666666
ROTA0017,CLIENTE0371,-23.47440629928571,-46.32509996071428,1.418,3.6166666666666667
ROTA0017,CLIENTE0367,-23.48769966590909,-46.30228867727273,3.651,8.216666666666667
ROTA0017,CLIENTE0369,-23.488231245,-46.298312355,0.604,2.35
ROTA0017,CLIENTE0374,-23.481277776666666,-46.298916361818186,0.939,3.05
ROTA0017,CLIENTE0381,-23.482026153448277,-46.30047991275863,0.256,0.9666666666666667
ROTA0017,CLIENTE0375,-23.472457010769237,-46.290997434615385,2.543,5.65
ROTA0017,CLIENTE0373,-23.473188821052634,-46.29125983052632,0.087,0.26666666666666666
ROTA0017,CLIENTE0380,-23.47365671842105,-46.31689054947369,3.569,9.566666666666666
ROTA0017,CLIENTE0378,-23.47209123052632,-46.31917140736842,0.268,1.2666666666666666
ROTA0017,CLIENTE0376,-23.47131794413793,-46.31888150965518,0.07,0.21666666666666667
ROTA0017,CLIENTE0377,-23.464149584,-46.325340216,1.375,4.633333333333334
ROTA0018,CLIENTE0647,-23.4754933145946,-46.544026534054055,1.102,4.783333333333333
ROTA0018,CLIENTE0643,-23.472389397272728,-46.54412061045454,0.364,1.2166666666666666
ROTA0018,CLIENTE0641,-23.46762888,-46.5460065,0.752,2.7666666666666666
ROTA0018,CLIENTE0639,-23.462908204375,-46.545211454375,0.798,2.5166666666666666
ROTA0018,CLIENTE0640,-23.454719661764702,-46.543847154411765,1.188,3.566666666666667
ROTA0018,CLIENTE0649,-23.45808986617021,-46.55063195234042,1.644,4.633333333333334
ROTA0018,CLIENTE0650,-23.45908943319149,-46.55240196808511,0.292,1.35
ROTA0018,CLIENTE0646,-23.47608147051282,-46.55407264692308,2.763,7.883333333333334
ROTA0018,CLIENTE0645,-23.47859812163265,-46.55382935530612,0.46,1.9166666666666667
ROTA0018,CLIENTE0651,-23.477321296,-46.55406656,0.332,2.1666666666666665
ROTA0018,CLIENTE0644,-23.478993641666666,-46.55189595,0.332,1.3333333333333333
ROTA0018,CLIENTE0638,-23.47623203303572,-46.55636676160714,0.678,2.6166666666666667
ROTA0018,CLIENTE0642,-23.47837339027027,-46.55829180864865,0.597,2.216666666666667
ROTA0018,CLIENTE0648,-23.47891034615385,-46.55734194615385,0.114,0.7666666666666667
ROTA0020,CLIENTE0588,-23.44203645142857,-46.51255342535715,0.471,2.033333333333333
ROTA0020,CLIENTE0594,-23.44964986,-46.51484220315789,1.533,6.183333333333334
ROTA0020,CLIENTE0599,-23.43992213583333,-46.5176357375,1.274,4.233333333333333
ROTA0020,CLIENTE0598,-23.43587905172414,-46.51759787586207,0.506,1.35
ROTA0020,CLIENTE0603,-23.4316565392,-46.50900706,1.174,3.65
ROTA0020,CLIENTE0587,-23.43198311842105,-46.50902650263158,0.036,0.16666666666666666
ROTA0020,CLIENTE0602,-23.43835718260869,-46.51054000782609,0.907,2.8833333333333333
ROTA0020,CLIENTE0596,-23.43818071090909,-46.51246202454546,0.344,1.25
ROTA0020,CLIENTE0590,-23.4390186,-46.510280488,0.384,1.4666666666666666
ROTA0020,CLIENTE0589,-23.444786813513517,-46.51068093243244,0.762,2.1166666666666667
ROTA0020,CLIENTE0601,-23.446671917142854,-46.51275713214285,0.369,1.1
ROTA0020,CLIENTE0591,-23.44929101608696,-46.51260799260869,0.379,1.55
ROTA0020,CLIENTE0600,-23.449828054615384,-46.51322120461538,0.104,0.7333333333333333
ROTA0020,CLIENTE0585,-23.453230389642854,-46.51204103428571,1.331,4.583333333333333
ROTA0020,CLIENTE0593,-23.45191966153846,-46.52020726923077,1.468,4.166666666666667
ROTA0020,CLIENTE0597,-23.450457446222224,-46.52005003777777,0.188,0.5166666666666667
ROTA0020,CLIENTE0586,-23.44465050731707,-46.52078192780488,0.895,2.4833333333333334
ROTA0020,CLIENTE0592,-23.44350193153846,-46.51914170897436,0.241,0.7333333333333333
ROTA0020,CLIENTE0595,-23.44914202588236,-46.51008989294117,1.906,6.133333333333334
ROTA0020,CLIENTE0604,-23.4325696,-46.511923792,2.055,5.966666666666667
ROTA0021,CLIENTE0513,-23.448858646666665,-46.49636060666667,0.72,2.683333333333333
ROTA0021,CLIENTE0515,-23.446656452500005,-46.5084110575,1.804,5.383333333333334
ROTA0021,CLIENTE0507,-23.449846980476188,-46.50745816238095,0.545,2.1
ROTA0021,CLIENTE0517,-23.44351387,-46.51107025,1.05,4.116666666666666
ROTA0021,CLIENTE0525,-23.44409808,-46.50569639225806,0.851,2.85
ROTA0021,CLIENTE0506,-23.44224131214286,-46.50621839714286,0.232,1.2166666666666666
ROTA0021,CLIENTE0519,-23.442007795,-46.5042965125,0.278,1.2333333333333334
ROTA0021,CLIENTE0524,-23.443659113636365,-46.504462424242426,0.419,1.3333333333333333
ROTA0021,CLIENTE0520,-23.44812823648649,-46.50529891054054,0.668,2.2333333333333334
ROTA0021,CLIENTE0510,-23.448267615789472,-46.505997394736845,0.069,0.18333333333333332
ROTA0021,CLIENTE0505,-23.44921904761905,-46.506119062857145,0.132,0.5833333333333334
ROTA0021,CLIENTE0518,-23.449662351627907,-46.4982078344186,1.07,3.033333333333333
ROTA0021,CLIENTE0511,-23.44968694193549,-46.49995848258065,0.524,2.5833333333333335
ROTA0021,CLIENTE0508,-23.4480192725,-46.4994780425,0.235,1.5333333333333334
ROTA0021,CLIENTE0526,-23.44748907675676,-46.49917167243243,0.088,0.6
ROTA0021,CLIENTE0512,-23.4457060985,-46.4994425925,0.223,1.0166666666666666
ROTA0021,CLIENTE0523,-23.44616098136364,-46.50206289772727,0.294,1.6
ROTA0021,CLIENTE0521,-23.46015643947368,-46.50817085263158,2.03,6.983333333333333
ROTA0021,CLIENTE0516,-23.46226236952381,-46.50874250666667,0.241,0.7666666666666667
ROTA0021,CLIENTE0522,-23.457822066666665,-46.50473016238095,0.807,2.783333333333333
ROTA0021,CLIENTE0509,-23.454639525,-46.50930019166667,0.864,3.533333333333333
ROTA0021,CLIENTE0514,-23.454876884615388,-46.5047027076923,0.908,3.316666666666667
ROTA0021,CLIENTE0527,-23.446921993333333,-46.50487913333334,1.473,4.5
ROTA0022,CLIENTE0416,-23.481579055,-46.36182826346154,0.082,0.5166666666666667
ROTA0022,CLIENTE0424,-23.482189385,-46.36362057,0.26,1.3833333333333333
ROTA0022,CLIENTE0417,-23.48333127448276,-46.36300210896552,0.142,0.6
ROTA0022,CLIENTE0411,-23.485021135714284,-46.36020757142857,0.835,3.45
ROTA0022,CLIENTE0422,-23.4889698,-46.3620491,0.688,2.8833333333333333
ROTA0022,CLIENTE0423,-23.48073642923077,-46.366340541538456,1.015,3.6166666666666667
ROTA0022,CLIENTE0408,-23.48020269923077,-46.36815194820512,0.28,1.5833333333333333
ROTA0022,CLIENTE0425,-23.479868389454545,-46.36827366672727,0.039,0.48333333333333334
ROTA0022,CLIENTE0415,-23.481180144761904,-46.36820696761905,0.208,1.3833333333333333
ROTA0022,CLIENTE0420,-23.483091246153847,-46.36831262153847,0.256,1.0833333333333333
ROTA0022,CLIENTE0419,-23.48116907608696,-46.36972858826087,0.464,2.0
ROTA0022,CLIENTE0410,-23.48210776242425,-46.3704574,0.19,1.0833333333333333
ROTA0022,CLIENTE0406,-23.483749548148147,-46.37194045185185,0.347,1.65
ROTA0022,CLIENTE0413,-23.481641382812494,-46.37541671875,0.596,2.5166666666666666
ROTA0022,CLIENTE0407,-23.485700481578945,-46.36056108157894,2.124,6.716666666666667
ROTA0022,CLIENTE0418,-23.485152472727272,-46.36064931227273,0.08,0.6333333333333333
ROTA0022,CLIENTE0414,-23.48480697627907,-46.35981808139535,0.093,0.5
ROTA0022,CLIENTE0409,-23.49050713,-46.35825729,0.894,3.216666666666667
ROTA0022,CLIENTE0421,-23.48969336153846,-46.355960621153855,0.917,3.433333333333333
ROTA0022,CLIENTE0412,-23.49172691512195,-46.350250181463416,0.895,3.533333333333333
ROTA0023,CLIENTE0571,-23.428963254117647,-46.53157030352941,1.352,4.3
ROTA0023,CLIENTE0573,-23.42907108952381,-46.5321472952381,0.058,0.25
ROTA0023,CLIENTE0570,-23.427307704,-46.533657656,0.325,1.3666666666666667
ROTA0023,CLIENTE0569,-23.43250056482759,-46.53747959655173,0.99,2.7666666666666666
ROTA0023,CLIENTE0580,-23.43014106617647,-46.536576558823526,1.635,5.533333333333333
ROTA0023,CLIENTE0583,-23.425852911219515,-46.53402773658537,0.581,1.6
ROTA0023,CLIENTE0563,-23.426697365454547,-46.533257160909095,0.176,0.5166666666666667
ROTA0023,CLIENTE0567,-23.426058332941174,-46.53140198058823,0.559,1.85
ROTA0023,CLIENTE0584,-23.426192356363632,-46.52846656,0.458,1.5
ROTA0023,CLIENTE0579,-23.434919495757576,-46.52438792,1.151,3.433333333333333
ROTA0023,CLIENTE0578,-23.435162822580647,-46.52426927419355,0.04,0.2
ROTA0023,CLIENTE0564,-23.434017830769232,-46.52111040769231,0.743,2.65
ROTA0023,CLIENTE0568,-23.434342461052637,-46.51974903473685,0.159,0.65
ROTA0023,CLIENTE0575,-23.430849402,-46.517462392,0.807,2.8333333333333335
ROTA0023,CLIENTE0574,-23.427631104,-46.517357496,0.855,2.75
ROTA0023,CLIENTE0581,-23.428067211538465,-46.51690217128205,0.067,0.26666666666666666
ROTA0023,CLIENTE0577,-23.42697098742857,-46.51700144685714,0.162,0.7666666666666667
ROTA0023,CLIENTE0565,-23.427280327619048,-46.5161785752381,0.124,0.7333333333333333
ROTA0023,CLIENTE0572,-23.42239153,-46.525840615238096,1.636,4.383333333333334
ROTA0023,CLIENTE0566,-23.42415703666667,-46.52833136888889,0.941,2.6166666666666667
ROTA0023,CLIENTE0576,-23.428558804615385,-46.53477648153846,1.261,3.8666666666666667
ROTA0023,CLIENTE0582,-23.429152692173915,-46.51524276260869,3.021,7.7
ROTA0025,CLIENTE0179,-23.4239693868,-46.429663872400006,0.154,0.7333333333333333
ROTA0025,CLIENTE0189,-23.421619536,-46.432808336,0.574,1.9333333333333333
ROTA0025,CLIENTE0181,-23.422510137142854,-46.43360560228572,0.303,0.9
ROTA0025,CLIENTE0198,-23.422518267317077,-46.43494026536585,0.554,1.8333333333333333
ROTA0025,CLIENTE0176,-23.42234709,-46.4356527675,0.09,0.3
ROTA0025,CLIENTE0177,-23.42550199233333,-46.436608108,0.491,1.3833333333333333
ROTA0025,CLIENTE0190,-23.42573409435897,-46.43304161128206,1.096,3.1
ROTA0025,CLIENTE0184,-23.42817087,-46.4353074125,0.565,2.2
ROTA0025,CLIENTE0185,-23.4308936375,-46.43809096,0.739,2.8333333333333335
ROTA0025,CLIENTE0196,-23.432611190000003,-46.44292055047619,0.581,1.5666666666666667
ROTA0025,CLIENTE0195,-23.436000677391306,-46.46065115652174,2.347,4.8
ROTA0025,CLIENTE0191,-23.435880462,-46.46065664699999,0.013,0.08333333333333333
ROTA0025,CLIENTE0193,-23.432423383333337,-46.43479656461538,3.343,7.816666666666666
ROTA0025,CLIENTE0180,-23.417670985714288,-46.43227317071428,1.95,6.083333333333333
ROTA0025,CLIENTE0197,-23.41846727965517,-46.43613041241379,0.404,1.1
ROTA0025,CLIENTE0192,-23.4184895725,-46.43631797333334,0.019,0.05
ROTA0025,CLIENTE0194,-23.420412779,-46.431830952,0.708,2.15
ROTA0025,CLIENTE0182,-23.421420821739133,-46.42006751913044,1.483,4.35
ROTA0025,CLIENTE0178,-23.422318,-46.42102345599999,0.202,0.7
ROTA0025,CLIENTE0183,-23.424052506428573,-46.41995187785714,0.317,1.1166666666666667
ROTA0025,CLIENTE0186,-23.42371280380953,-46.4161879352381,0.498,1.85
ROTA0025,CLIENTE0187,-23.42465165,-46.41885809071429,0.419,1.5833333333333333
ROTA0025,CLIENTE0188,-23.42259984,-46.41540111238095,0.601,1.8666666666666667
ROTA0026,CLIENTE0251,-23.45674221268293,-46.42075814926829,1.675,5.05
ROTA0026,CLIENTE0254,-23.458809201612905,-46.42125232258064,0.446,1.4333333333333333
ROTA0026,CLIENTE0246,-23.448877864,-46.42575058399999,1.367,4.133333333333334
ROTA0026,CLIENTE0263,-23.44896831058824,-46.435581477647055,1.576,4.933333333333334
ROTA0026,CLIENTE0259,-23.448894000000003,-46.42699045333333,1.384,3.9833333333333334
ROTA0026,CLIENTE0244,-23.44756913666667,-46.422961703333335,0.483,1.45
ROTA0026,CLIENTE0255,-23.44656288,-46.42012018580645,0.337,0.95
ROTA0026,CLIENTE0242,-23.44662896,-46.42245351272727,0.319,1.1
ROTA0026,CLIENTE0250,-23.443267659375,-46.424943549375,0.53,1.6166666666666667
ROTA0026,CLIENTE0260,-23.44334311512195,-46.4259990095122,0.424,1.8
ROTA0026,CLIENTE0245,-23.440067870714287,-46.42761180714286,0.43,1.7833333333333334
ROTA0026,CLIENTE0253,-23.440288790285717,-46.42400786228572,0.441,1.5
ROTA0026,CLIENTE0262,-23.43910672868421,-46.42801727526316,0.474,1.1333333333333333
ROTA0026,CLIENTE0249,-23.43769731818182,-46.42886798484848,0.203,0.75
ROTA0026,CLIENTE0248,-23.43687866153846,-46.42578092948718,0.477,2.2333333333333334
ROTA0026,CLIENTE0239,-23.441321928275865,-46.42108127448276,1.533,5.4
ROTA0026,CLIENTE0247,-23.43698226181818,-46.419211701818185,0.673,2.3
ROTA0026,CLIENTE0258,-23.436391307142856,-46.41810992142857,0.13,0.48333333333333334
ROTA0026,CLIENTE0240,-23.436431467317075,-46.41701098341464,0.145,0.9166666666666666
ROTA0026,CLIENTE0252,-23.434986888,-46.41573772,0.214,1.5333333333333334
ROTA0026,CLIENTE0241,-23.4351625,-46.41956793571429,0.557,1.8166666666666667
ROTA0026,CLIENTE0243,-23.434863116571428,-46.41962039342857,0.032,0.08333333333333333
ROTA0026,CLIENTE0257,-23.43569958342857,-46.42160320914286,0.535,1.4666666666666666
ROTA0026,CLIENTE0256,-23.4336778726087,-46.419623953478265,0.417,1.4166666666666667
ROTA0026,CLIENTE0261,-23.436776647,-46.413142212,0.967,3.4
ROTA0028,CLIENTE0133,-23.4093027525,-46.4477225425,2.219,5.833333333333333
ROTA0028,CLIENTE0143,-23.412957415,-46.4486089,0.66,1.8333333333333333
ROTA0028,CLIENTE0124,-23.40800073888889,-46.45000059111111,1.249,2.8666666666666667
ROTA0028,CLIENTE0141,-23.407223444347828,-46.44924121217391,1.895,3.716666666666667
ROTA0028,CLIENTE0137,-23.40395254673913,-46.44389246065218,1.886,4.516666666666667
ROTA0028,CLIENTE0130,-23.404629017857143,-46.44392824,0.073,0.26666666666666666
ROTA0028,CLIENTE0135,-23.40478626,-46.44390377090909,0.037,0.15
ROTA0028,CLIENTE0129,-23.406028970588235,-46.4434172,0.155,0.5833333333333334
ROTA0028,CLIENTE0132,-23.40391771757576,-46.44305356363636,0.308,1.4
ROTA0028,CLIENTE0123,-23.40185269696969,-46.44348929545454,0.234,0.8166666666666667
ROTA0028,CLIENTE0140,-23.400963555,-46.4449472175,0.241,0.85
ROTA0028,CLIENTE0144,-23.400960744761903,-46.44227985428572,0.322,0.9666666666666667
ROTA0028,CLIENTE0136,-23.4016568,-46.44161991333333,0.131,0.45
ROTA0028,CLIENTE0131,-23.40322396,-46.442073056,0.585,1.7166666666666666
ROTA0028,CLIENTE0138,-23.402530507027027,-46.440509848648645,0.233,0.8833333333333333
ROTA0028,CLIENTE0126,-23.40229175609756,-46.43995222439024,0.069,0.4
ROTA0028,CLIENTE0125,-23.39844247692308,-46.4379501,0.918,2.6333333333333333
ROTA0028,CLIENTE0146,-23.397531192105266,-46.43913212368421,1.035,2.75
ROTA0028,CLIENTE0145,-23.394189869666665,-46.438151771,0.572,1.85
ROTA0028,CLIENTE0139,-23.39361291526316,-46.43644254131579,0.318,0.9833333333333333
ROTA0028,CLIENTE0128,-23.380156728421053,-46.44680298421052,4.567,10.216666666666667
ROTA0028,CLIENTE0134,-23.382389276666668,-46.44718651555556,0.313,1.0
ROTA0028,CLIENTE0127,-23.378163217500003,-46.449009205,0.668,2.3333333333333335
ROTA0028,CLIENTE0142,-23.39995820260869,-46.44280711188407,4.762,10.083333333333334
ROTA0030,CLIENTE0456,-23.470423487500003,-46.554862235,1.542,4.766666666666667
ROTA0030,CLIENTE0480,-23.45504962025,-46.56675783,3.004,9.916666666666666
ROTA0030,CLIENTE0458,-23.45507348115385,-46.56814656730769,0.426,2.05
ROTA0030,CLIENTE0459,-23.454062394,-46.566490119,1.019,4.183333333333334
ROTA0030,CLIENTE0468,-23.44393270475,-46.56532743475,1.237,3.316666666666667
ROTA0030,CLIENTE0465,-23.444000189090907,-46.56499892060606,0.01,0.016666666666666666
ROTA0030,CLIENTE0481,-23.440000436470587,-46.5649988717647,0.74,1.95
ROTA0030,CLIENTE0482,-23.437458432000003,-46.562831504,0.451,1.3333333333333333
ROTA0030,CLIENTE0466,-23.437357596969697,-46.56243105575758,0.041,0.08333333333333333
ROTA0030,CLIENTE0473,-23.43664288,-46.56233172,0.432,1.4
ROTA0030,CLIENTE0464,-23.43810209230769,-46.55384866923077,1.861,4.533333333333333
ROTA0030,CLIENTE0476,-23.4400433,-46.5531419125,0.787,1.9833333333333334
ROTA0030,CLIENTE0469,-23.440250325,-46.55260069875,0.058,0.15
ROTA0030,CLIENTE0470,-23.440678283636363,-46.552857418181816,0.054,0.18333333333333332
ROTA0030,CLIENTE0478,-23.44390745789473,-46.55759339473684,0.979,2.75
ROTA0030,CLIENTE0483,-23.44357899428572,-46.557529567857145,0.035,0.1
ROTA0030,CLIENTE0471,-23.44207820965517,-46.55750739034482,0.192,0.6333333333333333
ROTA0030,CLIENTE0460,-23.445180697567565,-46.56004261,0.79,2.816666666666667
ROTA0030,CLIENTE0457,-23.448610238461537,-46.54772667692308,1.817,5.633333333333334
ROTA0030,CLIENTE0463,-23.444549692,-46.558832856,1.847,5.516666666666667
ROTA0030,CLIENTE0461,-23.4531995352381,-46.55475179047619,1.459,4.65
ROTA0030,CLIENTE0479,-23.45825003780488,-46.56329261609756,1.088,2.6333333333333333
ROTA0030,CLIENTE0467,-23.4633073225,-46.5622901425,0.866,2.433333333333333
ROTA0030,CLIENTE0472,-23.464939364444447,-46.55680060666667,0.735,1.6333333333333333
ROTA0030,CLIENTE0462,-23.46461205555556,-46.55697744444444,0.542,1.6333333333333333
ROTA0030,CLIENTE0485,-23.46805293846154,-46.55818953076924,0.458,1.4333333333333333
ROTA0030,CLIENTE0475,-23.468412021052632,-46.55856272,0.052,0.25
ROTA0030,CLIENTE0484,-23.46814251636364,-46.55670670545454,0.93,2.816666666666667
ROTA0030,CLIENTE0477,-23.471532094857142,-46.55666260742857,0.506,1.6
ROTA0030,CLIENTE0474,-23.46461777076923,-46.55303132923078,1.001,3.2666666666666666
ROTA0031,CLIENTE0455,-23.465008298,-46.51356914133333,0.012,0.06666666666666667
ROTA0031,CLIENTE0446,-23.463568088421056,-46.53647674947368,3.761,12.083333333333334
ROTA0031,CLIENTE0443,-23.47394371,-46.53192139,1.807,5.583333333333333
ROTA0031,CLIENTE0445,-23.46648984419355,-46.53145702483871,1.783,6.083333333333333
ROTA0031,CLIENTE0432,-23.4621132475,-46.5303387175,0.998,4.116666666666666
ROTA0031,CLIENTE0448,-23.46376339190476,-46.52720211285715,0.588,2.6666666666666665
ROTA0031,CLIENTE0435,-23.466132525714286,-46.52274261476191,0.709,2.65
ROTA0031,CLIENTE0452,-23.466607298,-46.523631435,0.103,0.5
ROTA0031,CLIENTE0441,-23.46570011086956,-46.52140033260869,0.66,2.4166666666666665
ROTA0031,CLIENTE0449,-23.46536827,-46.52158356,0.363,1.8333333333333333
ROTA0031,CLIENTE0451,-23.46866687851852,-46.51742948240741,0.776,3.35
ROTA0031,CLIENTE0440,-23.467069704,-46.516266696,1.099,3.1666666666666665
ROTA0031,CLIENTE0453,-23.467119287826087,-46.51490802782609,0.33,2.1333333333333333
ROTA0031,CLIENTE0433,-23.46700234818182,-46.51491941090909,0.012,0.06666666666666667
ROTA0031,CLIENTE0434,-23.46710816352941,-46.51484736470588,0.008,0.03333333333333333
ROTA0031,CLIENTE0444,-23.459832554054053,-46.51907781081081,1.531,4.433333333333334
ROTA0031,CLIENTE0439,-23.4589324,-46.521129675000005,0.863,3.2333333333333334
ROTA0031,CLIENTE0438,-23.45846748,-46.52103424,1.275,3.5833333333333335
ROTA0031,CLIENTE0442,-23.45965789548387,-46.519367489032255,0.806,3.2666666666666666
ROTA0031,CLIENTE0454,-23.45603962826087,-46.52340206739131,1.48,5.366666666666666
ROTA0031,CLIENTE0450,-23.45495684,-46.525550672,0.498,1.75
ROTA0031,CLIENTE0436,-23.462426396,-46.52368123911111,1.078,3.4833333333333334
ROTA0031,CLIENTE0437,-23.460892885384617,-46.51538068358974,1.554,5.116666666666666
ROTA0031,CLIENTE0447,-23.45518090322581,-46.51465181451613,0.845,2.816666666666667
ROTA0034,CLIENTE0301,-23.42819977,-46.40021515,0.507,1.7333333333333334
ROTA0034,CLIENTE0302,-23.430119028,-46.40129060075,0.905,3.3
ROTA0034,CLIENTE0291,-23.43470821688889,-46.40305780888888,0.724,3.0833333333333335
ROTA0034,CLIENTE0292,-23.434657011612902,-46.4071806116129,1.205,5.2
ROTA0034,CLIENTE0293,-23.43460747,-46.407790836,0.065,0.18333333333333332
ROTA0034,CLIENTE0288,-23.44214717058824,-46.41673213352941,2.45,7.35
ROTA0034,CLIENTE0287,-23.45192780086956,-46.415271377391306,1.791,5.083333333333333
ROTA0034,CLIENTE0303,-23.452627778181817,-46.42265252121212,1.438,4.783333333333333
ROTA0034,CLIENTE0299,-23.45692317142857,-46.40970164285714,2.443,7.466666666666667
ROTA0034,CLIENTE0298,-23.452498110000004,-46.4040684925,0.775,2.216666666666667
ROTA0034,CLIENTE0290,-23.44487832,-46.40157224470588,1.114,3.683333333333333
ROTA0034,CLIENTE0294,-23.44400018,-46.4059986725,1.052,4.15
ROTA0034,CLIENTE0297,-23.442050656470588,-46.40384206823529,0.403,1.7666666666666666
ROTA0034,CLIENTE0300,-23.442782737777776,-46.40348353629629,0.147,0.6666666666666666
ROTA0034,CLIENTE0295,-23.435858194761902,-46.38356014571429,2.954,9.05
ROTA0034,CLIENTE0289,-23.43487599111111,-46.38314049777778,0.135,0.5333333333333333
ROTA0034,CLIENTE0296,-23.438078434878047,-46.383651308048776,0.659,2.283333333333333
ROTA0038,CLIENTE0522,-23.457822066666665,-46.50473016238095,0.909,3.1666666666666665
ROTA0038,CLIENTE0795,-23.45712883157895,-46.50399315,0.185,0.9166666666666666
ROTA0038,CLIENTE0811,-23.4574313425,-46.503379865,0.16,0.9833333333333333
ROTA0038,CLIENTE0800,-23.45719930454545,-46.50183376318182,0.16,0.5166666666666667
ROTA0038,CLIENTE0805,-23.455626318823526,-46.505370897647055,0.58,2.55
ROTA0038,CLIENTE0789,-23.455332866818186,-46.5044320709091,0.26,1.2333333333333334
ROTA0038,CLIENTE0806,-23.45454160744186,-46.50450923348838,0.122,0.7
ROTA0038,CLIENTE0798,-23.4509877235,-46.506041798,0.782,2.216666666666667
ROTA0038,CLIENTE0802,-23.446289301714287,-46.50776216171428,0.74,2.566666666666667
ROTA0038,CLIENTE0519,-23.442007795,-46.5042965125,1.135,3.0833333333333335
ROTA0038,CLIENTE0807,-23.452991192,-46.50751396,1.624,5.75
ROTA0038,CLIENTE0796,-23.45992198236842,-46.50916206052632,1.033,3.183333333333333
ROTA0038,CLIENTE0810,-23.45996366428572,-46.508273147428575,0.09,0.23333333333333334
ROTA0038,CLIENTE0793,-23.459768745238097,-46.50806315166666,0.042,0.23333333333333334
ROTA0038,CLIENTE0797,-23.458197360000003,-46.507823095714286,0.176,0.5
ROTA0038,CLIENTE0791,-23.45857850789474,-46.50666849210526,0.137,0.8
ROTA0038,CLIENTE0799,-23.45718136967742,-46.5095100283871,0.417,2.0
ROTA0038,CLIENTE0794,-23.454732223076924,-46.50891086923077,0.279,0.9666666666666667
ROTA0038,CLIENTE0803,-23.462619802,-46.495643258,3.023,8.583333333333334
ROTA0038,CLIENTE0801,-23.43506041071428,-46.50542369642857,4.873,9.2
ROTA0038,CLIENTE0812,-23.45450839,-46.50244928774194,2.874,7.883333333333334
ROTA0038,CLIENTE0809,-23.459989652272725,-46.49420649954545,1.712,6.833333333333333
ROTA0038,CLIENTE0808,-23.45475823352941,-46.50694210294118,2.368,7.733333333333333
ROTA0038,CLIENTE0790,-23.438191849756095,-46.50984964878049,2.276,7.016666666666667
ROTA0038,CLIENTE0792,-23.45699088,-46.50362011000001,3.098,10.016666666666667
ROTA0038,CLIENTE0804,-23.44985834611111,-46.507102145000005,1.475,4.166666666666667
ROTA0042,CLIENTE0828,-23.423973825666668,-46.429607999000005,0.323,1.4333333333333333
