route_id,bbox_north,bbox_south,bbox_east,bbox_west
RouteID_e7924324-784d-4859-b120-1774fa09902a,34.014153,33.98995,-118.143927,-118.262642
RouteID_cec76f82-52e2-4fdb-909e-1162ba1cee01,34.062711,33.918699,-118.324843,-118.421306
RouteID_2b8d0784-bd3c-4632-918e-bd0f51c0ace1,33.918699,33.851578,-118.043145,-118.324843
RouteID_30529dec-7015-44d8-ba1d-b6bd9cf24fc7,33.918699,33.851731,-118.042308,-118.324843
RouteID_9702411b-9b1b-46b6-80d1-7fed3c2d4f89,33.918699,33.839909,-118.042308,-118.324843
RouteID_e49a2fe0-75af-4e38-b31b-2e302fe75669,33.918699,33.83898,-118.072728,-118.324843
RouteID_96db02dd-1036-4e8c-8e56-23bc192329f3,33.918699,33.851119,-118.042473,-118.324843
RouteID_97880895-c864-445f-b7b1-12a8ed8fbb87,33.918699,33.851316,-118.042308,-118.324843
RouteID_9c10cf6d-c86d-4c08-b8e5-f7f7ea016bef,33.918699,33.851756,-118.042311,-118.324843
RouteID_9ded510d-7123-43d6-8e3e-688cf02635d0,33.918699,33.851449,-118.04231,-118.324843
RouteID_b6a5a10f-1290-4efe-81c3-99cc285ff041,33.918699,33.862903,-118.029539,-118.324843
RouteID_bce95da9-fc26-48aa-9053-e80621420a2d,33.918699,33.839351,-118.072743,-118.324843
RouteID_d27eb16e-a387-4e1a-ad39-a4de398216fc,33.918699,33.839978,-118.043692,-118.324843
RouteID_e2868017-ad4e-4764-b865-a3b01abc896e,33.918699,33.859191,-118.042309,-118.324843
RouteID_f1c78d72-21b1-45a5-9039-ee8d9716be88,33.918699,33.843344,-118.072748,-118.324843
RouteID_a8f9607d-a0b1-42a1-82f4-1379f5876d94,34.118147,33.965477,-117.653303,-117.85697
RouteID_53983e24-47d6-48e5-9218-cb359a96c8ad,34.044692,33.918699,-118.324843,-118.417549
RouteID_0168a176-2ddc-4a70-88c3-29588bed32f5,34.053939,33.918699,-118.324843,-118.430742
RouteID_33301fa4-7fc2-49be-9e93-b99b1cb07ae3,34.05222,33.918699,-118.324843,-118.426286
RouteID_51552b4e-509b-489c-8022-ceaedf84b5f7,34.044692,33.918699,-118.324843,-118.41876
RouteID_5c43005c-f08c-4bbf-ae5b-c018047ea384,34.044389,33.918699,-118.324843,-118.411395
RouteID_d678ffa8-633c-4e13-a915-f19149b8ef1b,34.052487,33.918699,-118.324843,-118.426159
RouteID_d95d29eb-f576-4dbe-a98f-d23f251dff61,34.044389,33.918699,-118.324843,-118.412817
RouteID_26c48705-41ac-4738-8ecb-fa4cf515f23c,34.13626,33.965477,-117.653303,-117.747038
RouteID_3682b9b4-e73c-4ca1-b8f7-50d1031e1657,34.151541,33.965477,-117.653303,-117.768072
RouteID_3f3276e1-0109-4535-8a24-123c2bba4aad,34.15072,33.965477,-117.653303,-117.720243
RouteID_430b3398-b635-423a-bfb0-09a6ca8c0412,34.15369,33.965477,-117.653303,-117.742085
RouteID_43eff27b-a40b-44ee-b729-caca0f560716,34.15369,33.965477,-117.653303,-117.741624
RouteID_48d12006-30d7-411d-91f8-a35eeef548ec,34.153878,33.965477,-117.653303,-117.720235
RouteID_4b3e7da9-5627-4b1e-af9e-63e549a76152,34.153876,33.965477,-117.653303,-117.720349
RouteID_63642a5f-f946-4dbc-8bc8-15bef17921b1,34.115904,33.965477,-117.653303,-117.74479
RouteID_78965fe7-35a7-4364-8fd1-dc08b54be4f6,34.133767,33.965477,-117.653303,-117.740065
RouteID_7a19e862-7dd7-459f-b70f-a014444bc354,34.15369,33.965477,-117.653303,-117.723413
RouteID_8b7769a8-d842-4fa3-a44c-07346b8c8a60,34.153878,33.965477,-117.653303,-117.720245
RouteID_909386bb-eed0-4779-a6e2-1fc0e7af11be,34.13575,33.965477,-117.653303,-117.747113
RouteID_b0116bf4-3487-4b8b-a9a5-b00efcd81f84,34.135534,33.965477,-117.653303,-117.747106
RouteID_fa4fadeb-d292-47cc-b945-0b7448ed41e5,34.13626,33.965477,-117.653303,-117.746078
RouteID_0504bcca-4f12-40a8-8a77-bb91b13029c4,34.133654,33.965477,-117.653303,-117.735932
RouteID_199e3588-2dbd-4e1a-915c-1cb2259cbc3e,34.133784,33.965477,-117.653303,-117.74671
RouteID_31ec52f9-845b-46a9-87df-d121596edd54,34.093028,33.965477,-117.653303,-117.741174
RouteID_35eff35c-d33b-41b4-81f2-f0dc9c0bd44d,34.151537,33.965477,-117.653303,-117.763702
RouteID_97818239-52ee-475d-8695-031fd5bf7e08,34.102202,33.965477,-117.653303,-117.735758
RouteID_aec931a8-867e-4153-9966-360ea6a0cf1c,34.093177,33.965477,-117.653303,-117.741174
RouteID_81317ba1-1681-4314-828a-78a689b778f4,33.918699,33.864142,-118.192578,-118.324843
RouteID_51871c29-4cbf-47d8-b980-6416032f0232,34.00442,33.918699,-118.324843,-118.427247
RouteID_6b4b2e1a-36cd-4532-ac80-fd18886de70b,34.00705,33.918699,-118.324843,-118.396213
RouteID_a29b2764-db9f-4afa-8972-b9cf5ce3d623,34.014265,33.918699,-118.324843,-118.400865
RouteID_d4fd645b-f105-4be5-b237-f91e10cc3911,34.018737,33.918699,-118.324843,-118.4098
RouteID_2f76393e-948c-4fd3-94d8-3b0179aca9a4,34.0177,33.918699,-118.324843,-118.409675
RouteID_a662b5a7-35ce-44ea-865e-7fde403073cf,34.003568,33.918699,-118.324843,-118.427918
RouteID_cae13fa5-a5bc-4e8c-a455-b9a71fd18ee8,34.016134,33.918699,-118.324843,-118.411235
RouteID_d82b3847-8996-4ba2-a44b-fef5d25723f6,34.033289,33.918699,-118.324843,-118.399006
RouteID_f4f56dd1-f7c4-445c-83f2-fb6f8c5684ce,34.024642,33.918699,-118.324843,-118.422757
RouteID_f545eed8-414d-4816-9db8-23a8e2e34c33,34.024605,33.918699,-118.324843,-118.410393
RouteID_f2a96e44-dda5-40ed-b7fb-f392ff4cb72e,33.931981,33.91346,-118.324843,-118.37843
RouteID_00595235-52e7-4b68-883c-70482701dea0,34.004727,33.918699,-118.324843,-118.425769
RouteID_2bf09303-14e3-403c-bf4f-64ea3570d96e,34.004727,33.918699,-118.324843,-118.421138
RouteID_71a0a0f7-e1e1-42e1-b852-8d57e9fadc7e,33.999515,33.918699,-118.324843,-118.431597
RouteID_93d610ab-4fb4-43d9-867f-7a37603508b4,33.995856,33.918699,-118.324843,-118.4388
RouteID_ebc395df-337a-42ba-881c-fd7bd67adc45,34.004727,33.918699,-118.324843,-118.427594
RouteID_0141eb2b-53e3-40f7-9d9b-c29fdcbf000c,33.996035,33.918699,-118.324843,-118.435406
RouteID_098b1a3e-859b-436a-b116-5357677706b1,34.004631,33.918699,-118.324843,-118.423667
RouteID_10d3035b-c1ad-40ec-989d-621de5c09bde,33.995446,33.918699,-118.324843,-118.443992
RouteID_16cdd6a4-ae80-4c66-96d5-b7153e5b0dd6,33.995594,33.918699,-118.324843,-118.44455
RouteID_20a66e8d-4f4b-461f-88d0-c02c7e9a49de,34.000089,33.918699,-118.324843,-118.432085
RouteID_7b56265a-562b-4f2b-9d70-54cbdd13df19,33.99458,33.918699,-118.324843,-118.444955
RouteID_a63fc229-d0d2-4f6c-992f-854c6bf9fae8,33.995834,33.918699,-118.324843,-118.444111
RouteID_eb678a83-c001-4396-84dd-386d7e0da2b3,33.999123,33.918699,-118.324843,-118.431126
RouteID_ebae27c5-a8c9-42fb-9d99-ed7298fefc1a,34.040918,33.965477,-117.653303,-117.819735
RouteID_0de748ab-c851-45d2-8a25-897e401314cd,34.026213,33.965477,-117.653303,-117.816925
RouteID_14d0e456-b5cf-44ad-a4ab-eaa88308c3b8,34.024927,33.965477,-117.653303,-117.829353
RouteID_1580568d-54e4-44e9-a44a-01ee2cc7c840,34.006721,33.965477,-117.653303,-117.840134
RouteID_1ad14451-bf0f-4a44-9b28-a95e4bf4420e,34.026849,33.965477,-117.653303,-117.812362
RouteID_2281501d-eb67-4e77-b4b5-493b48303b85,34.039721,33.965477,-117.653303,-117.819742
RouteID_36038c4f-c92c-424e-90dc-18f4fa41a286,34.008992,33.965477,-117.653303,-117.86606
RouteID_37fff983-d5b2-4556-8d11-e1841ee5b815,34.022352,33.965477,-117.653303,-117.822669
RouteID_3fb6e0c3-8a28-462e-9f13-d51d90498e3d,34.002139,33.965477,-117.653303,-117.841485
RouteID_47634668-1bba-4783-9fb1-be88822a3e78,33.999059,33.965477,-117.653303,-117.84102
RouteID_501c81ef-9127-465a-a9fc-22ef9ac88ce8,34.006361,33.965477,-117.653303,-117.823017
RouteID_53b67b27-6f23-4a88-8d61-deab85fe3a9d,34.026992,33.965477,-117.653303,-117.830843
RouteID_85977d5f-8543-42ec-a778-bcfd574a320c,34.025959,33.965477,-117.653303,-117.823078
RouteID_934c76ca-845b-4463-b8d5-3104e6d3bacc,34.026123,33.965477,-117.653303,-117.811801
RouteID_9c32ec79-e1c5-47bc-a1fd-c324ae93ce63,34.018467,33.965477,-117.653303,-117.840134
RouteID_a2e03e69-3510-4455-ad30-d20ffb543092,34.04057,33.965477,-117.653303,-117.81976
RouteID_aef159d2-fa28-4b79-8b92-e888525ff41b,34.016505,33.965477,-117.653303,-117.840094
RouteID_ecbf9878-a258-4aa1-a360-0321678debc2,34.006921,33.961452,-117.653303,-117.852306
RouteID_fe7b775d-8e7a-4534-885f-5cd333d03a22,34.005809,33.965477,-117.653303,-117.833461
RouteID_3360a020-8666-4eda-8748-0d6b64d33f9f,34.044561,33.965477,-117.653303,-117.819795
RouteID_33fcd9ae-5f40-41be-a82c-a24f8cf3ea46,34.008914,33.965477,-117.653303,-117.866894
RouteID_3c4a3048-87a0-48ff-9254-cca0fbe4aaec,34.041829,33.965477,-117.653303,-117.806042
RouteID_3c7f2f66-86cb-4915-a58e-33c96d9300e8,34.008914,33.965477,-117.653303,-117.866569
RouteID_5ff14aee-7eb1-4abd-9bb1-0ff84638405d,34.02594,33.961146,-117.653303,-117.847793
RouteID_82e93590-a457-416a-8626-72af2690d164,34.041241,33.965477,-117.653303,-117.819955
RouteID_8a1d973e-142f-4c01-88eb-743a41f0b87d,34.012741,33.965477,-117.653303,-117.866894
RouteID_ab55cbe9-3fab-47ff-84d6-6fae4d6ad3e0,34.03783,33.965477,-117.653303,-117.819868
RouteID_af0161bf-8156-4a2f-aefb-64c5b995c55a,34.006114,33.965477,-117.653303,-117.841277
RouteID_c3743956-ba37-4e6b-a537-c15a98f86142,33.99927,33.965477,-117.653303,-117.854331
RouteID_c9b89be5-4ee4-400a-aa6e-bfe056251e10,34.008986,33.965477,-117.653303,-117.866569
RouteID_e4ec2f98-f2c1-473d-88e1-c2962a89dc42,33.999096,33.965477,-117.653303,-117.866569
RouteID_0cccbc52-db93-4233-b0c6-6284602d5312,34.007369,33.937812,-118.101588,-118.143927
RouteID_1f421293-d24b-437e-886d-f976e2b269ff,34.007369,33.937392,-118.09111,-118.143927
RouteID_354f3496-f3b2-432d-8a42-650f431fe9e8,34.007369,33.928641,-118.115852,-118.166162
RouteID_4f5da18b-8a76-4ab9-99bf-aa8e266e4ab1,34.007369,33.94344,-118.121919,-118.156312
RouteID_567ae078-26fb-4e84-ac52-29ac01500fe3,34.007369,33.926498,-118.137354,-118.166595
RouteID_65e3b2f8-b0aa-4af6-ba16-cf64b283859f,34.007369,33.91221,-118.143927,-118.173261
RouteID_6bfd0a9c-d946-465d-a376-8a04a886695a,34.007369,33.94286,-118.123328,-118.156247
RouteID_7d263fbe-285a-4ec7-9f7c-468605d61aba,34.007369,33.93705,-118.101221,-118.143927
RouteID_9ea9c11c-7462-4172-b2cc-3704e2ce8d24,34.007369,33.927924,-118.142039,-118.166745
RouteID_9ff18cdb-9c25-4a93-977c-f0082cfe5b62,34.007369,33.95295,-118.122138,-118.146849
RouteID_c79ad3ad-bf0a-413d-9b4c-5cc91d245235,34.007369,33.904541,-118.122877,-118.152851
RouteID_d04aacb5-b7ea-4ece-a83c-1e32c6969c10,34.007369,33.929141,-118.135422,-118.166745
RouteID_e2fc78e5-dc90-4cf1-b753-c4b560569861,34.007369,33.944342,-118.122093,-118.155276
RouteID_ef472f6a-0ecd-4fd5-b9db-eea6f8a3e54c,34.007369,33.913857,-118.111086,-118.152136
RouteID_a493d516-9f71-4497-a5b3-9921ddbcf401,34.007369,33.944045,-118.122291,-118.155761
RouteID_aebb3c46-444e-4ae5-a144-da7e8368bfbe,34.007369,33.930458,-118.073137,-118.143927
RouteID_1b9177d7-bdef-4b64-97d4-b07badecf8a0,34.095426,34.007369,-118.143927,-118.292912
RouteID_5fb1552b-bc5c-46f1-b91e-4c9399c72b72,34.1018,34.007369,-118.143927,-118.29394
RouteID_4832e138-2d99-43e5-bc69-ce0e227440d0,34.087092,34.007369,-118.143927,-118.313551
RouteID_a2f29583-25b5-4c51-9fa9-fbfee1186708,34.086891,34.007369,-118.143927,-118.31355
RouteID_b7424451-d925-4322-b113-5af79466f626,34.104714,34.007369,-118.143927,-118.30317
RouteID_bfe77e88-5d33-4276-bcb6-247a119b11ce,34.107099,34.007369,-118.143927,-118.302158
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,34.102251,34.007369,-118.143927,-118.294127
RouteID_113395bd-f3df-47e1-b9db-dfa5a5b5591c,34.086178,34.007369,-118.143927,-118.306927
RouteID_25530363-f3d9-46e6-a338-c15e19d73d00,34.101802,34.007369,-118.143927,-118.293888
RouteID_28704a32-2025-49c6-8a0d-694dba171b5b,34.102251,34.007369,-118.143927,-118.294127
RouteID_30425aa3-2cb4-4e6c-afa8-0c67ee3f48cb,34.105401,34.007369,-118.143927,-118.311496
RouteID_3da7a128-1dd6-46bc-9446-b0210d1c63b4,34.110225,34.007369,-118.143927,-118.303168
RouteID_49923878-b335-40da-9584-6153a1f8eca1,34.105401,34.007369,-118.143927,-118.311544
RouteID_7945f999-f9d6-4aba-9352-87975d87e35c,34.10846,34.007369,-118.143927,-118.309221
RouteID_929e8231-a5e7-4a32-b1fd-4354cd2c0652,34.097287,34.007369,-118.143927,-118.293892
RouteID_a2b555c0-3b82-4253-8f57-8bdfe9615587,34.10485,34.007369,-118.143927,-118.30401
RouteID_e47430bc-65a1-4be5-8032-df625b3aa08b,34.101795,34.007369,-118.143927,-118.293887
RouteID_3a02237f-90ef-4a9e-9a98-4bdbf34d39e4,33.965477,33.909264,-117.653303,-118.001422
RouteID_0b8ce670-78c2-42ab-8a93-0749754c8582,33.965477,33.90819,-117.653303,-118.00148
RouteID_899a31e9-6135-4caa-9b1b-ccf99249752e,33.965477,33.906923,-117.653303,-118.000551
RouteID_6d4c1493-7a52-4346-8951-fb899fb3875a,34.063521,34.007369,-118.143927,-118.213264
RouteID_1731105e-af6f-4474-9ace-f379932eb8de,34.047585,34.007369,-118.143927,-118.186687
RouteID_a6183bde-e1c9-4800-9ec8-284203f6b851,34.055426,34.007369,-118.143927,-118.205327
RouteID_a8b74fa1-ea9d-4f3c-8fb3-15c82462cb8b,34.034274,34.007369,-118.127254,-118.177121
RouteID_b3b8bf3d-325e-456f-99db-ddc3941489de,34.046993,34.007369,-118.143927,-118.188314
RouteID_c46e4d35-72c2-4965-a257-3ebad86174af,34.05453,34.007369,-118.143927,-118.205161
RouteID_9c4ad467-b8f3-44b9-937c-2c23a64a9c7c,34.087085,34.007369,-118.143927,-118.279612
RouteID_0cf8f2ce-28f9-46de-8fe0-22e84a3b8ca2,34.075676,34.007369,-118.143927,-118.259304
RouteID_d4b1399c-85ac-473d-b8de-2d6a36c742ca,34.094829,34.007369,-118.143927,-118.268726
RouteID_e707099e-21be-409f-a9aa-cacefc46ac6d,34.095249,34.007369,-118.143927,-118.26853
RouteID_0127b134-186b-4897-8dd8-56afec626082,34.073265,34.007369,-118.143927,-118.257892
RouteID_024674c7-4fc7-478b-b341-5f33e15b9f13,34.087099,34.007369,-118.143927,-118.276056
RouteID_0bab9078-6d9d-46b7-9752-bdd7ee373a24,34.094995,34.007369,-118.143927,-118.268074
RouteID_25a68524-2145-4c72-acfc-ceac64b58221,34.087006,34.007369,-118.143927,-118.275482
RouteID_5196944e-09bb-4d20-b70a-779046f07996,34.075264,34.007369,-118.143927,-118.259932
RouteID_5608ede3-f70b-473b-9f2a-20eccf92f64f,34.086689,34.007369,-118.143927,-118.280762
RouteID_63741244-de6c-47d7-a784-7ef025ed35d1,34.076986,34.007369,-118.143927,-118.259036
RouteID_6d44a315-5559-4358-a544-cb66318f5af2,34.095402,34.007369,-118.143927,-118.256415
RouteID_8b4494ce-b6b7-4b61-af0e-812d9eb41030,34.095402,34.007369,-118.143927,-118.261513
RouteID_8c82c033-d239-4ce3-989b-6e8856774889,34.082378,34.007369,-118.143927,-118.257156
