Route_ID,stop,type,lat,lon,zone_id
RouteID_1d916cbe-36b2-49af-8025-e086007be433,QT,Dropoff,34.011035,-117.742218,A-23.1A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,QX,Dropoff,34.004022,-117.735827,A-22.3C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,QZ,Dropoff,33.998294,-117.735379,A-22.3E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,RL,Dropoff,33.998028,-117.737539,A-22.3E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,RR,Dropoff,33.990399,-117.743281,A-22.3G
RouteID_1d916cbe-36b2-49af-8025-e086007be433,RW,Dropoff,34.000988,-117.736224,A-22.2E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,RZ,Dropoff,34.008224,-117.733071,A-22.2D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,SO,Dropoff,34.006373,-117.735491,A-22.1D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,SZ,Dropoff,34.008516,-117.738082,A-22.3D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,TC,Dropoff,33.998336,-117.723825,A-22.2E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,TH,Dropoff,34.009529,-117.743335,A-22.2A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,TL,Dropoff,34.004407,-117.741673,A-22.1C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,TV,Dropoff,33.997213,-117.713182,A-22.2H
RouteID_1d916cbe-36b2-49af-8025-e086007be433,TW,Dropoff,34.006421,-117.750574,A-22.1B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,UA,Dropoff,33.994564,-117.715159,A-22.2H
RouteID_1d916cbe-36b2-49af-8025-e086007be433,UB,Dropoff,34.016186,-117.747831,A-23.3B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,UK,Dropoff,34.008328,-117.752238,A-22.1B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,UO,Dropoff,34.003847,-117.729857,A-22.1E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VB,Dropoff,34.008368,-117.74385,A-22.2A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VG,Dropoff,34.005011,-117.730029,A-22.1E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VP,Dropoff,33.988511,-117.72541,A-22.2G
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VQ,Dropoff,34.006972,-117.745978,A-22.1C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VT,Dropoff,34.010933,-117.750833,A-22.3B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,VZ,Dropoff,34.00709,-117.744732,A-22.1C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,WE,Dropoff,34.006375,-117.750214,A-22.1B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,WQ,Dropoff,33.987164,-117.71793,A-22.1H
RouteID_1d916cbe-36b2-49af-8025-e086007be433,XI,Dropoff,34.009842,-117.749882,A-22.2B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,XK,Dropoff,34.009336,-117.751204,A-22.1B
RouteID_1d916cbe-36b2-49af-8025-e086007be433,XM,Dropoff,34.008902,-117.73865,A-22.3D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,XT,Dropoff,33.988572,-117.720549,A-22.1G
RouteID_1d916cbe-36b2-49af-8025-e086007be433,XX,Dropoff,34.004763,-117.742168,A-22.1C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YG,Dropoff,34.012276,-117.738694,A-22.3D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YH,Dropoff,34.00692,-117.748677,A-22.1C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YJ,Dropoff,34.005191,-117.739035,A-22.3C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YM,Dropoff,34.006376,-117.740681,A-22.2C
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YQ,Dropoff,34.009966,-117.744814,A-22.3A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YX,Dropoff,34.013203,-117.745031,A-23.2A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,YZ,Dropoff,34.014954,-117.747471,A-23.3A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZA,Dropoff,34.000987,-117.737136,A-22.2E
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZJ,Dropoff,34.011025,-117.744938,A-22.3A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZO,Dropoff,34.006568,-117.733662,A-22.1D
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZR,Dropoff,33.987231,-117.718819,A-22.1H
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZV,Dropoff,34.008971,-117.748164,A-22.3A
RouteID_1d916cbe-36b2-49af-8025-e086007be433,ZX,Dropoff,34.00906,-117.743705,A-22.2A
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,AF,Dropoff,33.87097,-117.956541,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,AU,Dropoff,33.876383,-117.930724,E-1.2E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,AY,Dropoff,33.874611,-117.953689,E-1.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BC,Dropoff,33.872893,-117.93754,E-2.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BD,Dropoff,33.881139,-117.93572,E-1.2C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BE,Dropoff,33.872988,-117.956191,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BF,Dropoff,33.881131,-117.938537,E-1.2C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BP,Dropoff,33.876567,-117.937081,E-1.1C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BR,Dropoff,33.87872,-117.930922,E-1.2D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BT,Dropoff,33.870973,-117.955197,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BW,Dropoff,33.879498,-117.939383,E-1.1B
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,BY,Dropoff,33.876372,-117.932693,E-1.2E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,CH,Dropoff,33.875976,-117.946684,E-1.1G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,CN,Dropoff,33.875419,-117.941134,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,CP,Dropoff,33.874514,-117.926921,E-1.1E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,CQ,Dropoff,33.884109,-117.931127,E-1.3D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,CT,Dropoff,33.877387,-117.941037,E-1.1B
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DB,Dropoff,33.876444,-117.935322,E-1.3G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DH,Dropoff,33.877282,-117.931179,E-1.2D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DI,Dropoff,33.87275,-117.951777,E-1.2H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DO,Dropoff,33.872754,-117.944917,E-2.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DP,Dropoff,33.881129,-117.937876,E-1.2C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DR,Dropoff,33.87451,-117.92727,E-1.1E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,DY,Dropoff,33.875718,-117.936242,E-1.3G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EG,Dropoff,33.871175,-117.956128,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EJ,Dropoff,33.880035,-117.941058,E-1.1B
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EN,Dropoff,33.874951,-117.956826,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EO,Dropoff,33.880343,-117.932418,E-1.3C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EQ,Dropoff,33.881519,-117.930162,E-1.3D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,ER,Dropoff,33.874463,-117.932408,E-1.3E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,ES,Dropoff,33.872561,-117.947772,E-1.1H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,ET,Dropoff,33.87395,-117.956529,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EV,Dropoff,33.874457,-117.933479,E-1.3E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,EW,Dropoff,33.872569,-117.956131,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,FB,Dropoff,33.875794,-117.937591,E-1.3G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,FK,Dropoff,33.873601,-117.95072,E-1.2H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,FR,Dropoff,33.870171,-117.949427,E-1.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,FS,Dropoff,33.880088,-117.931331,E-1.3D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,FT,Dropoff,33.87719,-117.934845,E-1.3G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,GA,Dropoff,33.880322,-117.9336,E-1.1C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,GL,Dropoff,33.878471,-117.932192,E-1.3D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,GO,Dropoff,33.875577,-117.958026,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,GP,Dropoff,33.873819,-117.94516,E-2.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,GS,Dropoff,33.874955,-117.937587,E-1.3G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HB,Dropoff,33.876768,-117.934284,nan
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HD,Dropoff,33.873478,-117.951781,E-1.2H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HE,Dropoff,33.881358,-117.938923,E-1.2C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HG,Dropoff,33.883728,-117.934696,E-1.3C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HS,Dropoff,33.869337,-117.944313,E-2.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,HX,Dropoff,33.869209,-117.944494,E-2.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,IC,Dropoff,33.876306,-117.940487,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,IJ,Dropoff,33.875406,-117.931743,E-1.2E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,IK,Dropoff,33.87727,-117.928428,E-1.1D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,IO,Dropoff,33.87503,-117.939604,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,IS,Dropoff,33.872918,-117.949706,E-1.1H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JF,Dropoff,33.878671,-117.933212,E-1.3C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JH,Dropoff,33.875543,-117.933215,E-1.2E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JI,Dropoff,33.87461,-117.9441,E-2.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JJ,Dropoff,33.871589,-117.943068,E-2.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JM,Dropoff,33.873741,-117.95272,E-1.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JR,Dropoff,33.874478,-117.951785,E-1.2H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,JX,Dropoff,33.880095,-117.936093,E-1.1C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KC,Dropoff,33.884643,-117.934032,E-1.3C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KE,Dropoff,33.87453,-117.955618,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KH,Dropoff,33.874184,-117.947794,E-1.1H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KK,Dropoff,33.873808,-117.945969,E-2.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KP,Dropoff,33.87728,-117.930588,E-1.2D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,KW,Dropoff,33.881137,-117.936219,nan
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LB,Dropoff,33.880867,-117.931058,E-1.3D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LG,Dropoff,33.875409,-117.92927,E-1.2E
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LH,Dropoff,33.877797,-117.942058,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LI,Dropoff,33.871289,-117.940949,E-2.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LK,Dropoff,33.86921,-117.94232,E-2.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LO,Dropoff,33.875475,-117.940129,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LU,Dropoff,33.874833,-117.957556,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,LX,Dropoff,33.871122,-117.944717,E-2.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,ME,Dropoff,33.875391,-117.940421,E-1.2G
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,MJ,Dropoff,33.87109,-117.948538,E-1.2H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,MN,Dropoff,33.871841,-117.94086,E-2.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,MO,Dropoff,33.872434,-117.957415,E-1.2J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,MQ,Dropoff,33.872212,-117.939944,E-2.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,MW,Dropoff,33.872371,-117.948418,E-1.1H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,NC,Dropoff,33.880121,-117.932606,E-1.3C
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,NR,Dropoff,33.874668,-117.958469,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,NS,Dropoff,33.879309,-117.929761,E-1.2D
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,NU,Dropoff,33.873539,-117.938642,E-2.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,OB,Dropoff,33.872247,-117.936863,E-2.3H
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,OR,Dropoff,33.873195,-117.957837,E-1.3J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,PB,Dropoff,33.87145,-117.954211,E-1.1J
RouteID_1d6a4033-59f4-4930-bbcc-ce4245b001bc,PC,Dropoff,33.871601,-117.956147,nan
